IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point;Region Pos
18102;Ben;Windsor;GBR;509;5671;5;1134.2;
27068;Caj;Snickars;FIN;509;5671;5;1134.2;
34243;Filip;Kubina;SVK;511;5670;5;1134.0;
8805;Martin;Dent;AUS;512;5668;5;1133.6;
32932;Louis;Haltz;FRA;512;5668;5;1133.6;
19848;Martin;Jansson;SWE;514;5667;5;1133.4;
13027;Ainars;Lupikis;LAT;514;5667;5;1133.4;
34374;Paul;de Jongh;AUS;514;5667;5;1133.4;
23360;Tuomas;Hapola;FIN;517;5666;5;1133.2;
24265;Kaarel;Vesilind;EST;518;5665;5;1133.0;
11467;Ivaylo;Kamenarov;BUL;519;5664;5;1132.8;
37721;Anselm;Reichenbach;GER;519;5664;5;1132.8;
42762;Felix;Hunt;NZL;521;5663;5;1132.6;
22833;Martin;Jonas;SVK;522;5662;5;1132.4;
21371;Jesus;Rodriguez Corrochano;ESP;522;5662;5;1132.4;
19750;Janne;Kuningas;FIN;524;5657;5;1131.4;
40615;Oscar;Sig Tranberg;DEN;524;5657;5;1131.4;
40691;Mikkel;Holt;NOR;526;5654;5;1130.8;
19342;Peter;Eriksson;SWE;527;5649;5;1129.8;
36305;Espen Samuelsen;Skiri;NOR;528;5646;5;1129.2;
28521;Tuve;Moeller;SWE;529;5645;5;1129.0;
25287;Jacob;Eriksson;SWE;530;5644;5;1128.8;
18817;Anssi;Vesanto;FIN;530;5644;5;1128.8;
34065;Peter;Gonczi;HUN;532;5634;5;1126.8;
24746;Ola;Keiseraas;NOR;532;5634;5;1126.8;
20188;Cansel;Sarac;TUR;534;5631;5;1126.2;
19099;Viktor;Vitiuk;UKR;535;5630;5;1126.0;
21437;Itay;Manor;ISR;536;5628;5;1125.6;
41978;Rune;De Clercq;BEL;536;5628;5;1125.6;
18481;Istvan;Zsebehazy;HUN;538;5622;5;1124.4;
21395;Eskil;Froisland;NOR;539;5621;5;1124.2;
10627;Fabian;Hertner;SUI;540;5620;5;1124.0;
11849;Henrik;Rindom Knudsen;DEN;540;5620;5;1124.0;
41954;James;Hammond;GBR;540;5620;5;1124.0;
37593;Goran;Polojaz;ITA;543;5619;5;1123.8;
18924;Jere;Sipponen;FIN;544;5615;5;1123.0;
21482;Matti;Bruns;GER;545;5611;5;1122.2;
27555;Andrin;Wey;SUI;545;5611;5;1122.2;
37293;Alex;Virtala;FIN;547;5609;5;1121.8;
40893;Morten;Rindom Knudsen;DEN;548;5608;5;1121.6;
28514;Joao;Magalhaes;POR;549;5607;5;1121.4;
18660;Oystein Kvaal;Osterbo;NOR;549;5607;5;1121.4;
16539;Torkil;Solstad;NOR;551;5606;5;1121.2;
43299;Axel;Halvarsson;SWE;552;5604;5;1120.8;
16390;Richard;Sjoholm;SWE;553;5603;5;1120.6;
34163;Rokas;Barauskas;LTU;553;5603;5;1120.6;
15852;Sverre;Turter Sandvold;NOR;553;5603;5;1120.6;
27860;Jonas;Jern;FIN;553;5603;5;1120.6;
20953;Vegard;Gulbrandsen;NOR;557;5602;5;1120.4;
6830;Gregory;Ahlswede;USA;558;5600;5;1120.0;
38952;Ayhan;Bikir;TUR;559;5599;5;1119.8;
19296;Haavard Funkqvist;Haga;NOR;559;5599;5;1119.8;
11812;Sven;Klein;SUI;561;5597;5;1119.4;
10946;Mikko;Holli;FIN;562;5596;5;1119.2;
24854;Dag;Stridh;SWE;563;5595;5;1119.0;
25396;Rokas;Lipnickas;LTU;564;5594;5;1118.8;
37488;Gustavs;Stana;LAT;565;5588;5;1117.6;
37113;Joe;Hudd;GBR;566;5587;5;1117.4;
22341;Lukas;Meier;SUI;567;5585;5;1117.0;
34522;Levente;Szalay;HUN;568;5581;5;1116.2;
15806;Samuli;Salmenoja;FIN;569;5580;5;1116.0;
23822;Valentin;Shishkov;BUL;569;5580;5;1116.0;
28582;Mateusz;Kula;POL;571;5576;5;1115.2;
33341;Konstantin;Kunckel;GER;572;5575;5;1115.0;
44331;Hector;Sanchis Pont;ESP;572;5575;5;1115.0;
16231;Ruairi;Short;IRL;574;5573;5;1114.6;
12553;Tiago;Gingao Leal;POR;574;5573;5;1114.6;
36994;Markus;Hjulgren;FIN;576;5570;5;1114.0;
19130;Fabian;af Hallstrom;FIN;577;5569;5;1113.8;
7803;Maxime;Bonneau;FRA;578;5568;5;1113.6;
37873;Timon;Lorenz;GER;578;5568;5;1113.6;
15372;Matija;Razum;CRO;580;5565;5;1113.0;
33249;Hiroki;Komaki;JPN;581;5564;5;1112.8;
23984;Mihai Andrei;Tintar;ROU;582;5563;5;1112.6;
40636;Brage;Takle;NOR;583;5557;5;1111.4;
42351;Gatis;Barons;LAT;584;5555;5;1111.0;
27291;Dominykas;Dulius;LTU;585;5553;5;1110.6;
37415;Illia;Otreshko;UKR;586;5552;5;1110.4;
31876;Xoel;Chamorro Garcia;ESP;587;5548;5;1109.6;
9423;Joao;Ferreira;POR;588;5547;5;1109.4;
28355;Mattia;Scopel;ITA;588;5547;5;1109.4;
19591;Rimvydas;Alminas;LTU;590;5546;5;1109.2;
24813;Benjamin;Tulonen;FIN;591;5545;5;1109.0;
23408;Joseph;Dickinson;AUS;591;5545;5;1109.0;
15121;Adam;Potter;GBR;593;5540;5;1108.0;
24291;Alexandru;Biro;ROU;594;5539;5;1107.8;
20198;Simon;Wenger;SUI;594;5539;5;1107.8;
43315;Jonatan;Graversen;SWE;594;5539;5;1107.8;
24819;Jere;Kommio;FIN;597;5538;5;1107.6;
37723;Marek;Pompe;GER;597;5538;5;1107.6;
33456;Keegan;Harkavy;USA;599;5533;5;1106.6;
22078;Are;Wigaard;NOR;599;5533;5;1106.6;
35864;Joel;Borjesson Eriksson;SWE;599;5533;5;1106.6;
23053;Antti;Vayrynen;FIN;602;5531;5;1106.2;
42557;Tobias;Sterchi;SUI;603;5528;5;1105.6;
21162;Andreas;Gustafsson;SWE;604;5524;5;1104.8;
42357;Gonzalo;Zorrilla Olias;ESP;605;5523;5;1104.6;
27005;Matyas;Stregl;CZE;605;5523;5;1104.6;
12875;Kalle;Liukkonen;FIN;607;5519;5;1103.8;
36060;Finlay;Johnson;GBR;608;5515;5;1103.0;
28225;Olle;Bergstedt;SWE;609;5512;5;1102.4;
35680;Luke;Fisher;GBR;610;5509;5;1101.8;
33478;Jonne;Pitkanen;FIN;611;5506;5;1101.2;
12690;Dmytro;Levin;UKR;612;5505;5;1101.0;
34046;Lorand;Vigh;ROU;613;5503;5;1100.6;
34027;Martin;Rohac;SVK;613;5503;5;1100.6;
14085;Josef;Neumann;GER;615;5502;5;1100.4;
41832;Jussi;Ankelo;FIN;616;5501;5;1100.2;
41733;Barnabas;Jacso;HUN;617;5499;5;1099.8;
7771;Tamas;Bogya;ROU;617;5499;5;1099.8;
33346;Konrad;Stamer;GER;619;5487;5;1097.4;
26761;Elias Skjolden;Sorensen;NOR;620;5484;5;1096.8;
20667;Joao;Novo;POR;620;5484;5;1096.8;
39460;Raiko;Marrandi;EST;622;5482;5;1096.4;
33012;Antti;Jarvenpaa;FIN;623;5479;5;1095.8;
25794;Tommi;Hakuli;FIN;623;5479;5;1095.8;
24784;Ville;Lampinen;FIN;623;5479;5;1095.8;
27252;Daniel;Spencer;GBR;626;5474;5;1094.8;
24168;Ivar Aukrust;Osmoen;NOR;627;5470;5;1094.0;
37389;Pedro;Lagarto;POR;628;5459;5;1091.8;
24737;Arttu;Taulavuori;FIN;629;5458;5;1091.6;
37428;Denys;Voitanik;UKR;630;5454;5;1090.8;
25789;Atte;Lahtinen;FIN;631;5450;5;1090.0;
15858;Santeri;Sainio;FIN;632;5448;5;1089.6;
8545;Cillin;Corbett;IRL;633;5447;5;1089.4;
18829;Lukas;Schubnell;SUI;634;5446;5;1089.2;
40846;Konsta;Puranen;FIN;634;5446;5;1089.2;
20175;Gaute;Friestad;NOR;634;5446;5;1089.2;
9005;Ercan;Dudak;TUR;637;5444;5;1088.8;
11009;Jo Forseth;Indgaard;NOR;638;5441;5;1088.2;
16310;Miguel;Silva;POR;639;5440;5;1088.0;
14223;Pedro;Nogueira;POR;639;5440;5;1088.0;
7359;Daniel;Barkasz;ROU;641;5439;5;1087.8;
46090;Eemeli;Kokkonen;FIN;641;5439;5;1087.8;
42454;Mikael;Rautio;FIN;643;5436;5;1087.2;
15254;Matyas;Pentek;HUN;644;5430;5;1086.0;
33122;Liam;Thiels;BEL;645;5429;5;1085.8;
34553;Ryan;Gray;AUS;646;5425;5;1085.0;
7515;Rob;Bennett;AUS;647;5423;5;1084.6;
17152;Wataru;Teragauchi;JPN;648;5422;5;1084.4;
42304;Jari;Suter;SUI;649;5421;5;1084.2;
37223;Otto;Gripenberg;FIN;650;5419;5;1083.8;
19854;Luca;Zingg;SUI;650;5419;5;1083.8;
43216;Koray;Sahin;TUR;652;5418;5;1083.6;
22955;Hakon;Christiansen;NOR;653;5416;5;1083.2;
24880;Vasco;Duarte;POR;653;5416;5;1083.2;
37332;Nicolas;Mueller;SUI;655;5414;5;1082.8;
32085;Miika;Vehmas;FIN;656;5411;5;1082.2;
8841;Lukas;Diener;SUI;657;5404;5;1080.8;
37894;Iaroslav;Davidov;MDA;657;5404;5;1080.8;
10043;Robert;Graham;CAN;659;5400;5;1080.0;
32253;Scott;Smith;NZL;660;5394;5;1078.8;
41231;Danny;Riley;USA;661;5393;5;1078.6;
42871;Ryoma;Nagayama;JPN;662;5390;5;1078.0;
40962;Juho;Pousi;FIN;662;5390;5;1078.0;
36649;Fritjof;Axelsson;SWE;664;5388;5;1077.6;
40810;Juha;Korpio;FIN;665;5387;5;1077.4;
21587;Toby;Wilson;AUS;666;5386;5;1077.2;
34413;Ronan;Lee;NZL;667;5385;5;1077.0;
40580;Toby;Cazzolato;AUS;668;5384;5;1076.8;
24015;Douglas;Schmitz;BRA;669;5382;5;1076.4;
31903;Catalin;Vadean;ROU;670;5380;5;1076.0;
42051;Jacob;Kirkeby;DEN;671;5379;5;1075.8;
13194;Jonathan;Malley;GBR;672;5377;5;1075.4;
33481;Paulus;Sulkula;FIN;673;5373;5;1074.6;
16728;Ben;Stevens;GBR;674;5370;5;1074.0;
44163;Nazarii;Danyliuk;UKR;675;5369;5;1073.8;
19155;Valts;Ulmanis;LAT;676;5365;5;1073.0;
34118;Tamas;Barany;HUN;677;5364;5;1072.8;
42007;Tom;Lines;GBR;678;5362;5;1072.4;
43874;Jakob;Ingstrom;SWE;678;5362;5;1072.4;
45138;Andreas;Hultqvist;SWE;680;5359;5;1071.8;
34433;Otto;Itkonen;FIN;681;5352;5;1070.4;
42825;Jo;Hiraoka;JPN;682;5345;5;1069.0;
37051;Mikko;Tervakangas;FIN;683;5343;5;1068.6;
9886;Marijonas;Gipas;LTU;684;5340;5;1068.0;
44184;Sam;Woolford;AUS;685;5339;5;1067.8;
32330;Nazar;Levitsky;UKR;686;5337;5;1067.4;
24881;Joao;Bernardino;POR;687;5336;5;1067.2;
37902;Charlie;Rennie;GBR;688;5335;5;1067.0;
28510;Attila;Szocs;ROU;689;5334;5;1066.8;
28795;Tristan;Miller;AUS;690;5332;5;1066.4;
40225;Alex;Wetherill;GBR;691;5330;5;1066.0;
42855;Yuichi;Honjo;JPN;692;5326;5;1065.2;
8993;Remi;Dubois;FRA;693;5322;5;1064.4;
28037;Daniel;Gray;AUS;694;5318;5;1063.6;
7774;Linus;Bohman;SWE;695;5315;5;1063.0;
11154;Gediminas;Janusis;LTU;696;5311;5;1062.2;
22470;Anton;Kamolz;GER;697;5307;5;1061.4;
20195;Gelson Andrey;Zago Togni;BRA;698;5306;5;1061.2;
11043;Harun;Isler;TUR;699;5304;5;1060.8;
22136;Niko;Nissinen;FIN;700;5300;5;1060.0;
33852;Aleksandar;Ivanov;BUL;701;5296;5;1059.2;
44319;Roger;Virgili Serrallonga;ESP;702;5291;5;1058.2;
42349;Matiss;Timermanis;LAT;703;5287;5;1057.4;
45979;Valter;Martenson;FIN;704;5284;5;1056.8;
25389;Cleber;Vidal;BRA;704;5284;5;1056.8;
43198;Ben;Squire;GBR;704;5284;5;1056.8;
33078;Antoine;Mattart;BEL;704;5284;5;1056.8;
21254;Jonty;Oram;NZL;708;5283;5;1056.6;
37705;Willem;Bakelants;BEL;709;5282;5;1056.4;
24452;Emil;Andersson;SWE;710;5275;5;1055.0;
20009;Magnus;Glannefors;SWE;711;5263;5;1052.6;
23973;Ruairi;Long;IRL;712;5261;5;1052.2;
18146;Tsz Chun Jason;Wong;HKG;713;5260;5;1052.0;
27554;Harry;McMurtrie;GBR;714;5259;5;1051.8;
17077;Yuta;Tanikawa;JPN;715;5258;5;1051.6;
42352;Tervel;Dragoev;BUL;716;5257;5;1051.4;
9708;Aaron;Gaio;ITA;717;5256;5;1051.2;
11022;Niklas;Ingwersen;DEN;718;5248;5;1049.6;
12200;Fabio;Kuczkoski;BRA;719;5247;5;1049.4;
27550;Andrew;Stemp;GBR;720;5240;5;1048.0;
23314;Patrick;Kraehenbuehl;SUI;721;5234;5;1046.8;
21389;Matthew;Fellbaum;GBR;722;5228;5;1045.6;
43756;Josip;Vujanic;CRO;723;5226;5;1045.2;
41217;Ryan;Moore;NZL;724;5218;5;1043.6;
37231;Juho;Hiltunen;FIN;725;5216;5;1043.2;
42374;Ervin;Vigh;ROU;726;5210;5;1042.0;
9704;Andris;Gailis;LAT;727;5205;5;1041.0;
37949;Shunsuke;Shimizu;JPN;728;5204;5;1040.8;
12489;Ari Pekka;Lassila;FIN;729;5203;5;1040.6;
19013;Andrei;Golovei;MDA;730;5179;5;1035.8;
21623;David;Cotillas Moya;ESP;731;5178;5;1035.6;
22150;Simeon;Burrill;AUS;732;5177;5;1035.4;
37946;Motoharu;Ito;JPN;733;5174;5;1034.8;
40486;Eivind Berner;Myhre;NOR;734;5170;5;1034.0;
7164;Apostol;Atanasov;BUL;735;5164;5;1032.8;
24465;Pauls;Alberings;LAT;736;5160;5;1032.0;
37040;Leandro;Nascimento;BRA;737;5158;5;1031.6;
8171;Tane;Cambridge;NZL;737;5158;5;1031.6;
34128;Jan;Byrczek;POL;739;5152;5;1030.4;
11099;Simon;Jager;NZL;740;5149;5;1029.8;
32950;Airton Jonas;Fenske;BRA;740;5149;5;1029.8;
36128;Jose Pedro;Fernandes;POR;742;5136;5;1027.2;
28409;Luca;Nembrini;SUI;742;5136;5;1027.2;
32480;Ayrton;Shadbolt;NZL;744;5128;5;1025.6;
42792;Johan;Allard;SWE;745;5127;5;1025.4;
11589;Caglar;Kasim;TUR;745;5127;5;1025.4;
13220;Guntars;Mankus;LAT;747;5123;5;1024.6;
19521;Wolfram;Pohl;GER;747;5123;5;1024.6;
32329;Joris;Hochstetter;GER;749;5119;5;1023.8;
41981;Jorn;Kennis;BEL;750;5116;5;1023.2;
12270;Veli Pekka;Kuutti;FIN;751;5097;5;1019.4;
34291;Haruki;Ohashi;JPN;752;5096;5;1019.2;
14157;Ruslan;Nikolayenko;UKR;753;5093;5;1018.6;
37417;Yurii;Skvortsov;UKR;753;5093;5;1018.6;
43699;Karlis;Lauders;LAT;755;5087;5;1017.4;
41211;Fergus;ONeill;NZL;756;5086;5;1017.2;
16303;Gildo;Silva;POR;757;5074;5;1014.8;
36856;Erik;Nielsen;ITA;758;5070;5;1014.0;
35581;Marko;Radovanovic;SRB;759;5067;5;1013.4;
20080;Ryo;Hotta;JPN;759;5067;5;1013.4;
12569;Peteris;Ledins;USA;759;5067;5;1013.4;
42472;Luca;Libardoni;ITA;762;5063;5;1012.6;
7079;Meric;Arazoglu;TUR;763;5060;5;1012.0;
18968;Luigi;Giuliani;ITA;763;5060;5;1012.0;
14208;Claudinei;Nitsch;BRA;765;5056;5;1011.2;
32953;Jakob;Hjelseth;NOR;766;5054;5;1010.8;
40533;Ethan;Penck;AUS;767;5046;5;1009.2;
25026;Ryohei;Sato;JPN;768;5044;5;1008.8;
16654;Robertas;Stankevic;LTU;768;5044;5;1008.8;
13433;Bartlomiej;Mazan;POL;768;5044;5;1008.8;
29943;Maurizio;Castellaz;ITA;771;5041;5;1008.2;
13085;Lok Hin;Ma;HKG;772;5034;5;1006.8;
40724;Nils;Forsberg Rundstroem;SWE;773;5031;5;1006.2;
33228;Yuuki;Inomata;JPN;774;5024;5;1004.8;
11502;Marius;Kantautas;LTU;775;5023;5;1004.6;
20196;Stefan;Copetchi;ROU;776;5021;5;1004.2;
18700;Aleksi;Niemi;FIN;777;5014;4;1253.5;
40509;Halvard;Kornmo;NOR;778;5005;5;1001.0;
37785;Endre;Jancsik;ROU;779;5004;5;1000.8;
37786;Adam;Voros;ROU;780;5001;5;1000.2;
27952;Rejus;Mockaitis;LTU;781;4987;5;997.4;
15101;Fredric;Portin;FIN;782;4985;4;1246.3;
29931;Dom;Dakin;GBR;783;4981;5;996.2;
34991;Darragh;Hoare;IRL;784;4977;5;995.4;
38899;Cenk;Ozguler;TUR;785;4973;5;994.6;
28436;Pyry;Willman;FIN;786;4966;5;993.2;
37794;Aziz;Kiziltas;TUR;787;4965;5;993.0;
45969;Jostein Svaland;Dale;NOR;787;4965;5;993.0;
18514;Joacy Dantas;de Araujo;BRA;789;4964;5;992.8;
41089;Ali;Aydin;TUR;790;4962;5;992.4;
38041;Keiji;Tonogaki;JPN;791;4956;5;991.2;
15427;Graeme;Rennie;CAN;792;4951;5;990.2;
44561;Andre;Roberto;POR;793;4950;5;990.0;
32140;Marcello;Lambertini;ITA;794;4943;5;988.6;
8883;Tom;Dobra;GBR;795;4940;5;988.0;
25686;Anders;Haga;NOR;796;4936;4;1234.0;
7295;Umit;Balatli;TUR;797;4923;5;984.6;
19323;Ivano;Bettega;ITA;798;4919;5;983.8;
34424;Liam;Stolberger;NZL;799;4909;5;981.8;
43755;Filip;Vujanic;CRO;800;4906;5;981.2;
18154;Kieran;Woods;NZL;801;4901;5;980.2;
16584;Tiago;Cunha Souza;BRA;802;4897;5;979.4;
38106;Attila;Korozs;HUN;803;4894;5;978.8;
11007;Go;Inamori;JPN;803;4894;5;978.8;
34611;Jorge;Montenegro;BRA;805;4892;5;978.4;
33102;Toshinari;Morikawa;JPN;806;4884;5;976.8;
12304;Andreas;Kyburz;SUI;807;4874;4;1218.5;
32997;Shun;Minamikawa;JPN;808;4871;5;974.2;
15668;Johan;Runesson;SWE;809;4867;4;1216.8;
24563;Gustav;Hinder;SWE;810;4865;4;1216.3;
7710;Olivier;Blanc Tranchant;FRA;811;4864;4;1216.0;
36159;Ho Yin;Chung;HKG;812;4857;5;971.4;
22771;Florian;Kurz;AUT;813;4854;4;1213.5;
44486;Matteo;Mandelli;ITA;814;4848;5;969.6;
19407;Hiroshi;Sugaya;JPN;815;4844;5;968.8;
19350;Rasmus;Elmelid;SWE;816;4843;4;1210.8;
13379;Jonas;Geissbuehler;SUI;817;4842;4;1210.5;
38949;Onur;Altin;TUR;818;4840;5;968.0;
23849;Sander Hildebrand;Rogndokken;NOR;819;4838;5;967.6;
44052;Albin;Toll;SWE;819;4838;5;967.6;
10505;James;Haynes;GBR;821;4836;5;967.2;
28149;Hermanni;Sankelo;FIN;822;4834;5;966.8;
36458;Daniel;Weaver;GBR;823;4831;5;966.2;
33669;Sahin;Demir;TUR;824;4822;5;964.4;
13989;Tomoaki;Naganawa;JPN;825;4819;5;963.8;
9655;Jorgen;Froyd;NOR;826;4815;5;963.0;
8507;Scott;Collier;GBR;827;4806;5;961.2;
25837;Christoffer;Melin;FIN;828;4804;5;960.8;
34000;Emil;Auselius;SWE;829;4802;4;1200.5;
25192;Anton;Forsberg;SWE;830;4796;4;1199.0;
31882;Mattia;Gruendler;SUI;831;4785;4;1196.3;
46222;Eskil;Frischknecht;NOR;832;4778;5;955.6;
28446;Mark;Bogataj;SLO;833;4775;4;1193.8;
20169;Petr;Horvat;CZE;833;4775;4;1193.8;
27062;Filip;Wadsten;SWE;835;4771;4;1192.8;
18305;Tsz Wai;Yu;HKG;836;4770;5;954.0;
18768;Erik;Berzell;SWE;837;4766;4;1191.5;
42186;Noel;Braun;SWE;838;4750;4;1187.5;
14339;Torgeir;Noerbech;NOR;839;4748;4;1187.0;
32409;Jean;Pretto;BRA;840;4746;5;949.2;
40294;Mikko;Poutanen;FIN;841;4740;4;1185.0;
10598;Tobias;Henriksson;FIN;842;4736;4;1184.0;
11164;Nicholas;Jarvis;GBR;843;4733;5;946.6;
9311;Nuno;Evangelista;POR;844;4725;5;945.0;
28794;Duncan;Currie;AUS;845;4722;5;944.4;
16368;Martins;Sirmais;LAT;846;4707;4;1176.8;
36038;Sam;Leadley;GBR;847;4706;5;941.2;
13069;Soeren;Loesch;GER;847;4706;4;1176.5;
30074;Pablo Augusto;Goncalves;BRA;849;4705;5;941.0;
6914;Ronaldo;Almeida;BRA;850;4697;5;939.4;
31799;Topias;Helminen;FIN;851;4696;4;1174.0;
21515;Samuel;Fielding;GBR;852;4694;5;938.8;
37976;Kotaro;Eno;JPN;853;4691;5;938.2;
42312;Daniel;Bolehovsky;CZE;854;4686;4;1171.5;
41221;Nathan;Borton;NZL;855;4684;5;936.8;
14658;Jarno;Parkkinen;FIN;855;4684;4;1171.0;
46336;Anton;Gunnarsson;SWE;857;4676;4;1169.0;
38068;Joshua Ho Kiu;Au;HKG;858;4669;5;933.8;
19479;Sergio;Merida Sanchis;ESP;859;4668;5;933.6;
22133;Lachlan;Cherry;AUS;860;4663;5;932.6;
36438;Philipp;Schwarck;GER;861;4662;5;932.4;
36577;Niklas;Ekstrom;FIN;862;4661;4;1165.3;
12666;Aapo;Leskinen;FIN;863;4659;4;1164.8;
25685;Einar;Melsom;NOR;863;4659;4;1164.8;
22375;Fabio;Ronzani;ITA;865;4647;5;929.4;
33549;Joao Gabriel;Barbosa Martins;BRA;866;4644;5;928.8;
38909;Huseyin Cem;Ataman;TUR;867;4643;5;928.6;
43753;Albin;Andersson;SWE;867;4643;4;1160.8;
17008;Soeren;Schwartz;DEN;869;4636;4;1159.0;
33723;Aaro;Ojala;FIN;870;4634;4;1158.5;
37556;Goncalo;Mota;POR;871;4628;5;925.6;
43687;Mustafa Alperen;Cetinkaya;TUR;872;4604;5;920.8;
19144;Eevert;Toivonen;FIN;873;4603;4;1150.8;
34169;Tadas;Dementavicius;LTU;874;4601;4;1150.3;
40921;Riku;Koirikivi;FIN;875;4598;5;919.6;
42316;Vit;Cech;CZE;876;4593;4;1148.3;
27950;Julian;Nuernberger;GER;877;4591;5;918.2;
22419;Ariel Quim;de Almeida;BRA;877;4591;5;918.2;
12704;Chun Ho;Li;HKG;879;4584;5;916.8;
43783;Shioto;Ishihara;JPN;880;4579;5;915.8;
17528;Simon;Uppill;AUS;881;4578;4;1144.5;
45147;Johan;Olson;SWE;882;4563;4;1140.8;
21059;Daniel;Nilsson;SWE;882;4563;4;1140.8;
37958;Shota;Ito;JPN;882;4563;5;912.6;
34138;Mikolaj;Krawczynski;POL;885;4559;4;1139.8;
18133;Cheuk Wang;Wong;HKG;886;4554;5;910.8;
28447;Simon;Stanonik;SLO;887;4551;4;1137.8;
13224;Heikki;Manninen;FIN;888;4549;4;1137.3;
15473;Johannes;Ridefelt;SWE;889;4547;4;1136.8;
11329;Andris;Jubelis;LAT;890;4543;4;1135.8;
42314;Jan;Strycek;CZE;891;4535;4;1133.8;
20566;Jan Erik;Naess;CAN;892;4533;4;1133.3;
18530;Gilles;De Neyer;BEL;893;4527;4;1131.8;
10526;Martin;Hederskog;SWE;894;4525;4;1131.3;
13474;Alasdair;McLeod;GBR;895;4521;4;1130.3;
23034;Alvar;Palmen;FIN;896;4518;4;1129.5;
34462;Aleksa;Bankovic;SRB;897;4513;5;902.6;
25266;Filip;Karlsson;SWE;898;4512;4;1128.0;
9464;Rhys;Findlay Robinson;GBR;899;4507;4;1126.8;
18542;Michael;Van Baelen;BEL;900;4500;4;1125.0;
10806;Eirik;Kamstrup Hovind;NOR;900;4500;4;1125.0;
7276;Jonas;Madslien Bakken;NOR;902;4499;4;1124.8;
24167;Andri;Jordi;SUI;903;4496;4;1124.0;
17216;Alistair;Thornton;GBR;904;4490;4;1122.5;
37966;Takashi;Watanabe;JPN;904;4490;5;898.0;
43888;Jonas;Markevicius;LTU;906;4488;5;897.6;
33325;Lucas;Imbsweiler;GER;907;4477;4;1119.3;
36713;Emil;Jansson;FIN;908;4476;4;1119.0;
22109;Jacinto;Calva Troya;ESP;908;4476;5;895.2;
18689;Rafael;Miguel;POR;910;4470;4;1117.5;
41178;Niels;Dalgaard;DEN;910;4470;4;1117.5;
9611;Karl;Fremstad;NOR;912;4469;4;1117.3;
36588;Oliver;Tonge;GBR;913;4468;4;1117.0;
7372;Andrew;Barnett;AUS;914;4466;4;1116.5;
42565;Emanuel;Da Silva Ferreira;BRA;914;4466;5;893.2;
38042;Ryoki;Nagaoka;JPN;916;4456;5;891.2;
31930;Oskari;Lepisto;FIN;916;4456;4;1114.0;
6954;Benjamin;Anciaux;BEL;918;4454;4;1113.5;
41179;Casper;Blakskjaer;DEN;918;4454;4;1113.5;
11431;Emil;Kalered;SWE;918;4454;4;1113.5;
32405;Filipe;Martins de Campos Silva;BRA;921;4440;5;888.0;
42344;Alfred;Bjoerneroed;NOR;922;4439;4;1109.8;
22783;Christian;Kronberg;FIN;923;4433;4;1108.3;
37313;Tuomas;Outinen;FIN;924;4426;4;1106.5;
18304;Tsz Fung;Yu;HKG;925;4425;5;885.0;
19772;Lauri;Valkonen;FIN;926;4422;4;1105.5;
38192;Marton;Pentek;DEN;927;4420;5;884.0;
43154;Jiri;Kostka;CZE;928;4419;4;1104.8;
27013;Martynas;Stanys;LTU;929;4418;4;1104.5;
21354;Severin;Mueller;SUI;930;4416;4;1104.0;
18035;Juho;Westerlund;FIN;931;4415;4;1103.8;
13441;Marius;Mazulis;LTU;932;4414;4;1103.5;
21720;Reigo;Teervalt;EST;933;4410;4;1102.5;
38368;Mikko;Pajukangas;FIN;934;4408;4;1102.0;
18967;Samuele;Curzio;ITA;935;4399;4;1099.8;
34166;Kilian;Trummer;AUT;936;4397;4;1099.3;
12236;Janis;Kums;LAT;937;4392;4;1098.0;
9185;Markku;Elo;FIN;938;4388;4;1097.0;
44406;Marius;Aurebekk;NOR;938;4388;4;1097.0;
21852;Eskil;Sande Gullord;NOR;940;4382;4;1095.5;
7539;Andreas;Bergander;SWE;940;4382;4;1095.5;
42333;Ossi Rasmus;Priks;EST;942;4380;4;1095.0;
38479;Joe;Sunley;GBR;943;4379;4;1094.8;
34088;Jan;Gajda;CZE;944;4377;4;1094.3;
27932;Fabio;Alfieri;SUI;945;4370;4;1092.5;
14711;Henrikas;Pauzas;LTU;946;4369;4;1092.3;
12575;Kin Wai;Lee;HKG;947;4368;5;873.6;
41892;Carl;Carlsson;SWE;948;4366;4;1091.5;
33105;Motonari;Tanaka;JPN;948;4366;5;873.2;
36582;Rauli;Aho;FIN;950;4361;4;1090.3;
40919;Jeremie;Wichoud;SUI;951;4358;4;1089.5;
10793;Martin;Hoset;DEN;952;4357;4;1089.3;
37069;Mason;Arthur;AUS;953;4344;5;868.8;
37407;Adrien;Fradet;FRA;954;4343;4;1085.8;
28050;Anton;Hansson;SWE;955;4342;4;1085.5;
8146;David;Buerge;SUI;956;4341;4;1085.3;
21058;Man Long;Chow;HKG;957;4339;5;867.8;
44275;Igor;Eriomenco;MDA;958;4336;5;867.2;
22999;Elmar;Montero Carceles;ESP;959;4335;4;1083.8;
22837;Markus;Graetsch;GER;960;4334;4;1083.5;
34449;Mads;Kruse Juhl;DEN;960;4334;4;1083.5;
21985;Tomi;Kauppila;FIN;962;4332;5;866.4;
15738;Ville Petteri;Saarela;FIN;963;4328;4;1082.0;
36338;Oskari;Nummelin;FIN;964;4325;4;1081.3;
44383;Finn;Wittiber;GER;965;4318;5;863.6;
